"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"#Flu numbers finally start to decline in New York state; #CapitalRegion counties have mixed results… https://t.co/e2STtxTRm1",FALSE,0,,2018-03-03 00:00:00,TRUE,,"969724032361910272",,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","dgazette",0,FALSE,FALSE,,
"Because #WHO &amp; #CDC were busy this #flu season lobbying govts to tax the poor for life's simple joys and slandering… https://t.co/6XUi0UfsQP",FALSE,0,,2018-03-02 23:55:47,TRUE,,"969722971114713089",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mihotep",1,FALSE,FALSE,,
"#Flu has 'definitely peaked' for the season - CNN - https://t.co/ZmtIKrN149 https://t.co/xd2ZTui1Kz",FALSE,0,,2018-03-02 23:55:02,FALSE,,"969722781284864001",,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","DHIN_HIE",0,FALSE,FALSE,,
"#health #flushot Welch's Grape Juice - is it that easy, one shot a day keeps the #FLU away #justsaynotodrugs #justsaynotovaccines #research",FALSE,0,,2018-03-02 23:52:10,FALSE,,"969722062251028480",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TerryShadow1",0,FALSE,FALSE,,
"RT @CPHO_Canada: #Flu activity in Canada remains high. The majority of flu related hospitalizations &amp; deaths are among adults 65+ years. It…",FALSE,0,,2018-03-02 23:51:33,FALSE,,"969721905795293184",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","domsam",17,TRUE,FALSE,,
"RT @CDCFlu: #Flu and the common cold are both respiratory illnesses, but they are caused by different viruses. Find out more about the diff…",FALSE,0,,2018-03-02 23:50:52,FALSE,,"969721733912629248",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CityDocResearch",94,TRUE,FALSE,,
"The pervasiveness of this year’s #flu is owed to our collective disregard about how to prevent the infectious… https://t.co/HC1w7tl9NA",FALSE,0,,2018-03-02 23:50:08,TRUE,,"969721548310491137",,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","RJtheFireDog",0,FALSE,FALSE,,
"Just bronchitis, glad is not #flu",FALSE,0,,2018-03-02 23:48:39,FALSE,,"969721175076212736",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MargieParr1",0,FALSE,FALSE,,
"RT @Laurie_Garrett: According to @CDCFlu the latest period for which data is compiled (Feb18-24) shows #flu downturn, but don't relax yet.…",FALSE,0,,2018-03-02 23:48:29,FALSE,,"969721133359681536",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nordicgeo",7,TRUE,FALSE,,
"5 Natural Remedies for Ear Infections (Acute Otitis Media)  https://t.co/7ZmRBsbVqL #otitis #homeremedies #flu #ear… https://t.co/vUYEcgFKuC",FALSE,0,,2018-03-02 23:47:44,TRUE,,"969720946159267841",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ecochildsplay",0,FALSE,FALSE,,
"RT @CPHO_Canada: #Flu activity in Canada remains high. The majority of flu related hospitalizations &amp; deaths are among adults 65+ years. It…",FALSE,0,,2018-03-02 23:44:14,FALSE,,"969720065888153600",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","barbara_orourke",17,TRUE,FALSE,,
"RT @Laurie_Garrett: According to @CDCFlu the latest period for which data is compiled (Feb18-24) shows #flu downturn, but don't relax yet.…",FALSE,0,,2018-03-02 23:41:44,FALSE,,"969719436516106241",,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JHCPW",7,TRUE,FALSE,,
"Think #flu season is over? Think again. It is still widespread in 45 states. 

Last week alone, 17 children died na… https://t.co/CzFC9DbM7S",FALSE,0,,2018-03-02 23:40:43,TRUE,,"969719178377777152",,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","stevenrussell",0,FALSE,FALSE,,
"RT @DrMattBinnicker: #FluFactFriday #flu activity continues to decrease nationally, and is no longer considered widespread in #MN. Tests fo…",FALSE,0,,2018-03-02 23:38:46,FALSE,,"969718688218689536",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GrysClinMicro",1,TRUE,FALSE,,
"RT @NFIDvaccines: @US_FDA warns of fraudulent and unapproved #flu products: Consumers should be aware that there are no legally marketed ov…",FALSE,0,,2018-03-02 23:38:44,FALSE,,"969718679104643072",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mtmdphd",1,TRUE,FALSE,,
"RT @ottawahealth: #Flu Update #Ottawa 

NEWS STORY HERE: https://t.co/oWSpVln3Sd

https://t.co/rGfoNPn5zu
Wash your hands with soap and wat…",FALSE,0,,2018-03-02 23:37:16,FALSE,,"969718311846952960",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ShadQadri",15,TRUE,FALSE,,
"RT @CPHO_Canada: #Flu activity in Canada remains high. The majority of flu related hospitalizations &amp; deaths are among adults 65+ years. It…",FALSE,0,,2018-03-02 23:37:14,FALSE,,"969718303282393088",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","KareyShu",17,TRUE,FALSE,,
"RT @SpecNewsATX: While the peak may have passed, #flu season isn’t finished yet. https://t.co/xCgZwulIK4",FALSE,0,,2018-03-02 23:34:17,FALSE,,"969717562165596161",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mjconcepcion83",1,TRUE,FALSE,,
"RT @CDCDirector: Latest FluView report shows 45 states and Puerto Rico continue to report widespread #flu activity. Although flu activity h…",FALSE,0,,2018-03-02 23:33:09,FALSE,,"969717273995988992",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SabrinaWSB",42,TRUE,FALSE,,
"RT @DawgPoundHound: #PSA 
Lost a friend this week as a direct result from #flu. Not a child. A healthy 46 year old with NO other health iss…",FALSE,0,,2018-03-02 23:32:52,FALSE,,"969717204877897728",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bc_nbc",3,TRUE,FALSE,,
"RT @CDCemergency: Stay home, except to get medical care, if you have #flu symptoms. The flu is different from the common cold. Flu can resu…",FALSE,0,,2018-03-02 23:32:14,FALSE,,"969717045154770949",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Queen_Bee_1Love",137,TRUE,FALSE,,
"RT @SGottliebFDA: Beware of #flu-related fraud: You can’t buy antivirals like Tamiflu without a Rx. Don’t purchase antivirals from an onlin…",FALSE,0,,2018-03-02 23:31:14,FALSE,,"969716793743876096",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kmoney1975",14,TRUE,FALSE,,
"@US_FDA warns of fraudulent and unapproved #flu products: Consumers should be aware that there are no legally marke… https://t.co/w49WaEmrWQ",FALSE,1,"US_FDA",2018-03-02 23:30:18,TRUE,,"969716555763380224","208120290","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NFIDvaccines",1,FALSE,FALSE,,
"While the peak may have passed, #flu season isn’t finished yet. https://t.co/xCgZwulIK4",FALSE,2,,2018-03-02 23:30:00,FALSE,,"969716482589511680",,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","SpecNewsATX",1,FALSE,FALSE,,
".@NIAIDNews defines criteria for a universal flu vaccine &amp; plans to address research gaps to make it a reality. |… https://t.co/9hUfrss9XZ",FALSE,0,,2018-03-02 23:29:00,TRUE,,"969716230016790528",,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Contagion_Live",0,FALSE,FALSE,,
"RT @SGottliebFDA: Beware of #flu-related fraud: You can’t buy antivirals like Tamiflu without a Rx. Don’t purchase antivirals from an onlin…",FALSE,0,,2018-03-02 23:28:45,FALSE,,"969716169052770304",,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","scottjbecker",14,TRUE,FALSE,,
"RT @SGottliebFDA: Beware of #flu-related fraud: You can’t buy antivirals like Tamiflu without a Rx. Don’t purchase antivirals from an onlin…",FALSE,0,,2018-03-02 23:24:05,FALSE,,"969714995134046208",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cheeseinthewind",14,TRUE,FALSE,,
"RT @biocoimeadai: @immportdb is pleased to provide the data to @ImmuneSpace from @hipcProject for the #flu data https://t.co/eu0oSHPjlB",FALSE,0,,2018-03-02 23:23:39,FALSE,,"969714884425392128",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hipcProject",2,TRUE,FALSE,,
"Worst of bad US #flu season finally over as illnesses decline (from @AP) @MikeStobbe  https://t.co/CccCAIwTBa",FALSE,0,,2018-03-02 23:21:07,FALSE,,"969714244936654848",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lisamariepane",0,FALSE,FALSE,,
"RT @SGottliebFDA: Beware of #flu-related fraud: You can’t buy antivirals like Tamiflu without a Rx. Don’t purchase antivirals from an onlin…",FALSE,0,,2018-03-02 23:20:40,FALSE,,"969714131816386560",,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Prod1</a>","HHSMedia",14,TRUE,FALSE,,
"RT @MicrobesInfect: How the 1918 #Flu #Pandemic Helped Advance Women’s Rights. 

While the virus disproportionately affected young men, wom…",FALSE,0,,2018-03-02 23:18:18,FALSE,,"969713538288758789",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rita_A_Oliveira",16,TRUE,FALSE,,
"RT @DMPInc: What Does #GIS Technology Have to Do with the #Flu? https://t.co/fVGOXQbJHT Learn how #government agencies are working overtime…",FALSE,0,,2018-03-02 23:16:51,FALSE,,"969713172893626369",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobertSzyngiel",1,TRUE,FALSE,,
"Think you have the #flu?  The FDA warns consumers to be alert, and try and steer clear of fraudulent flu products,… https://t.co/RY83k0Xt3N",FALSE,0,,2018-03-02 23:15:00,TRUE,,"969712706281459712",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","libbybaney",0,FALSE,FALSE,,
"RT @ottawahealth: #Flu Update #Ottawa 

NEWS STORY HERE: https://t.co/oWSpVln3Sd

https://t.co/rGfoNPn5zu
Wash your hands with soap and wat…",FALSE,0,,2018-03-02 23:14:38,FALSE,,"969712615042768899",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EricLeclair_",15,TRUE,FALSE,,
"RT @CDCgov: Flu Fact: Did you know you can get flu more than once a season? Multiple flu viruses are circulating, which is why #flu vaccina…",FALSE,0,,2018-03-02 23:14:29,FALSE,,"969712577994477569",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MCCSCHEALTHSVCS",138,TRUE,FALSE,,
"RT @ottawahealth: #Flu Update #Ottawa 

NEWS STORY HERE: https://t.co/oWSpVln3Sd

https://t.co/rGfoNPn5zu
Wash your hands with soap and wat…",FALSE,0,,2018-03-02 23:14:09,FALSE,,"969712493357555712",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TOMCAT7374",15,TRUE,FALSE,,
"RT @ACHI_Net: What to do if you get the #flu: https://t.co/mE2GzxodNt",FALSE,0,,2018-03-02 23:11:51,FALSE,,"969711913612521477",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnlyon09",1,TRUE,FALSE,,
"Statement from @US_FDA Commissioner Scott Gottlieb, M.D. on the efficacy of the 2017-2018 #Influenza vaccine 
https://t.co/xZNv3bYrug . #Flu",FALSE,1,,2018-03-02 23:10:06,FALSE,,"969711473453912065",,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","AFHSBPAGE",1,FALSE,FALSE,,
"First cup of coffee at 6pm! ������������#coffee #hatebeingsick #flu @ Painesville, Ohio https://t.co/Qzjb25b83t",FALSE,0,,2018-03-02 23:09:36,FALSE,,"969711346764996608",,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","rumlsd4always",0,FALSE,FALSE,"-81.2496","41.7228"
"RT @SilentSpring05: CDC's employee, Timothy Cunningham, said the flu shot may be causing the #flu epidemic. Now he is missing?!! Connect th…",FALSE,0,,2018-03-02 23:09:17,FALSE,,"969711270055133184",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brennapaige16",2,TRUE,FALSE,,
"The CDC has announced that the flu season has officially peaked. It's not over yet, but it only gets better from here. #Flu",FALSE,1,,2018-03-02 23:08:27,FALSE,,"969711057152495618",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IpswichNurses",0,FALSE,FALSE,,
"RT @abc7newsbayarea: New reports show #flu activity is decreasing in California and across the country. https://t.co/A3buziVvIu State offic…",FALSE,0,,2018-03-02 23:07:07,FALSE,,"969710722069364736",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SparKLeShiNes",2,TRUE,FALSE,,
"RT @abc7newsbayarea: New reports show #flu activity is decreasing in California and across the country. https://t.co/A3buziVvIu State offic…",FALSE,0,,2018-03-02 23:06:36,FALSE,,"969710593211957248",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JackieByrdsong",2,TRUE,FALSE,,
"RT @MicrobesInfect: How the 1918 #Flu #Pandemic Helped Advance Women’s Rights. 

While the virus disproportionately affected young men, wom…",FALSE,0,,2018-03-02 23:06:35,FALSE,,"969710590666199041",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YvanDuijnhoven",16,TRUE,FALSE,,
"RT @CPHO_Canada: #Flu activity in Canada remains high. The majority of flu related hospitalizations &amp; deaths are among adults 65+ years. It…",FALSE,0,,2018-03-02 23:06:24,FALSE,,"969710542376943618",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Johnrockdoc",17,TRUE,FALSE,,
"RT @CDCFlu: Flu is widespread across the U.S. Here are 6 things you should know about this #flu season: https://t.co/zwuPb6hbiG https://t.c…",FALSE,0,,2018-03-02 23:06:05,FALSE,,"969710464895602689",,"<a href=""http://www.google.com"" rel=""nofollow"">lamoineglenda69ApplicationABC1</a>","lamoineglenda69",275,TRUE,FALSE,,
"New reports show #flu activity is decreasing in California and across the country. https://t.co/A3buziVvIu State of… https://t.co/x366ntvZqV",FALSE,7,,2018-03-02 23:05:59,TRUE,,"969710440186982402",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abc7newsbayarea",2,FALSE,FALSE,,
"While it is possible to come down with the #flu twice in one season, it’s not always recommended you receive a seco… https://t.co/3Fg3rt3Mkg",FALSE,0,,2018-03-02 23:05:06,TRUE,,"969710217893220354",,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","AFCUrgentCareWC",0,FALSE,FALSE,,
"RT @Contagion_Live: .@WHO releases new recommendations for 2018-2019 flu vaccine components. | #FluVaccine #Flu #FluUpdate |
https://t.co/n…",FALSE,0,,2018-03-02 23:05:06,FALSE,,"969710217180209152",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cdiffFoundation",1,TRUE,FALSE,,
"RT @DrNancyM_CDC: #DidYouKnow? Among reported pediatric #flu deaths this season, only 26% of children eligible for vaccination had received…",FALSE,0,,2018-03-02 23:04:09,FALSE,,"969709976213118976",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NwandoA",3,TRUE,FALSE,,
"RT @Laurie_Garrett: According to @CDCFlu the latest period for which data is compiled (Feb18-24) shows #flu downturn, but don't relax yet.…",FALSE,0,,2018-03-02 23:00:46,FALSE,,"969709127395168256",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RodneyRohde",7,TRUE,FALSE,,
"While it is possible to come down with the #flu twice in one season, it’s not always recommended you receive a seco… https://t.co/tjazv2F9rb",FALSE,0,,2018-03-02 23:00:30,TRUE,,"969709060395290624",,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","AFCUrgentCareDT",0,FALSE,FALSE,,
"While it is possible to come down with the #flu twice in one season, it’s not always recommended you receive a seco… https://t.co/8t4XtHYaHv",FALSE,0,,2018-03-02 23:00:20,TRUE,,"969709018515197953",,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","AFCUrgentCareSP",0,FALSE,FALSE,,
"For The Second Week, The Flu Epidemic Has Eased https://t.co/68VuY3vwFk
#Flu #Epidemic #GetBetter @NPR https://t.co/31imdJ0JQK",FALSE,0,,2018-03-02 23:00:11,FALSE,,"969708978904104960",,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","utahpublicradio",0,FALSE,FALSE,,
".@WHO releases new recommendations for 2018-2019 flu vaccine components. | #FluVaccine #Flu #FluUpdate |… https://t.co/rLSc07DiEX",FALSE,0,,2018-03-02 23:00:01,TRUE,,"969708934926921733",,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Contagion_Live",1,FALSE,FALSE,,
"RT @Laurie_Garrett: According to @CDCFlu the latest period for which data is compiled (Feb18-24) shows #flu downturn, but don't relax yet.…",FALSE,0,,2018-03-02 22:56:43,FALSE,,"969708107797377024",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","genamo_tweets",7,TRUE,FALSE,,
"RT @Laurie_Garrett: According to @CDCFlu the latest period for which data is compiled (Feb18-24) shows #flu downturn, but don't relax yet.…",FALSE,0,,2018-03-02 22:56:01,FALSE,,"969707929099292672",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NYCuratrix",7,TRUE,FALSE,,
"RT @Laurie_Garrett: According to @CDCFlu the latest period for which data is compiled (Feb18-24) shows #flu downturn, but don't relax yet.…",FALSE,0,,2018-03-02 22:55:13,FALSE,,"969707729605615616",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ConnieNowak3",7,TRUE,FALSE,,
"While it is possible to come down with the #flu twice in one season, it’s not always recommended you receive a seco… https://t.co/GCKxLeuewL",FALSE,0,,2018-03-02 22:55:05,TRUE,,"969707695166185475",,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","AFCUrgentCareNB",0,FALSE,FALSE,,
"RT @Contagion_Live: 2018-2019 Flu Vaccine Strains Recommended by @US_FDA. | #flu #vaccines | 

https://t.co/0g1NMlFawq https://t.co/r1ASAKD…",FALSE,0,,2018-03-02 22:54:41,FALSE,,"969707595245080577",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MarieAnneLeCler",1,TRUE,FALSE,,
"According to @CDCFlu the latest period for which data is compiled (Feb18-24) shows #flu downturn, but don't relax y… https://t.co/w3eYY0DBKK",FALSE,6,,2018-03-02 22:52:25,TRUE,,"969707023830011904",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Laurie_Garrett",7,FALSE,FALSE,,
"RT @VirologyComics: In Progress .... #Flu virus (April Issue)
#VirologyComics
#Science in ARABIC for #kids 
Visual #Scicomm
Watch out for h…",FALSE,0,,2018-03-02 22:51:30,FALSE,,"969706794720382977",,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Evo_Explorer",1,TRUE,FALSE,,
"In Progress .... #Flu virus (April Issue)
#VirologyComics
#Science in ARABIC for #kids 
Visual #Scicomm
Watch out f… https://t.co/59yEAvAWp1",FALSE,0,,2018-03-02 22:51:19,TRUE,,"969706745777020928",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VirologyComics",1,FALSE,FALSE,,
"Pretty neat to be interviewed about the flu this season...sucks to have it but if I had to then this was at least a… https://t.co/cnAIVBHIDw",FALSE,0,,2018-03-02 22:50:33,TRUE,,"969706555301072906",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AmberWanKenobi",0,FALSE,FALSE,,
"While it is possible to come down with the #flu twice in one season, it’s not always recommended you receive a seco… https://t.co/wpcZHVYFD0",FALSE,0,,2018-03-02 22:50:05,TRUE,,"969706436572872704",,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","AFCUrgentCareWG",0,FALSE,FALSE,,
"While it is possible to come down with the #flu twice in one season, it’s not always recommended you receive a seco… https://t.co/L1WXm7KVEt",FALSE,0,,2018-03-02 22:50:05,TRUE,,"969706436271001600",,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","AFCUrgentCareAT",0,FALSE,FALSE,,
"All we need are Germs for @realDonaldTrump to complete the Jared Diamond trifecta this week! Come on #Flu!… https://t.co/qzeSYLWx0z",FALSE,0,,2018-03-02 22:50:01,TRUE,,"969706419405643777",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mward04",0,FALSE,FALSE,,
"RT @greg_folkers: CBS video and text: Scientists ramp up efforts to improve ""antiquated"" #flu vaccines @DrLaPook   https://t.co/RKUBTYzBxR…",FALSE,0,,2018-03-02 22:49:34,FALSE,,"969706308990533632",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrLaPook",1,TRUE,FALSE,,
"RT @AnkurBanerjee17: Worst #flu season to lift U.S. #Hospital operator results | Reuters https://t.co/xh4f1C7OPV story w/@Manasmishra95",FALSE,0,,2018-03-02 22:48:02,FALSE,,"969705919050285062",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrispetersj",1,TRUE,FALSE,,
"RT @CPHO_Canada: #Flu activity in Canada remains high. The majority of flu related hospitalizations &amp; deaths are among adults 65+ years. It…",FALSE,0,,2018-03-02 22:47:58,FALSE,,"969705903216906241",,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OldfordKaren",17,TRUE,FALSE,,
"@RobinSchroeds @HillaryClinton That the hospitals now use the same on those with insurance then they're less likely… https://t.co/IcqC0AQwFL",FALSE,0,"komondors",2018-03-02 22:47:38,TRUE,"969704764882784256","969705818995249153","71126299","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","komondors",0,FALSE,FALSE,,
"2018-2019 Flu Vaccine Strains Recommended by @US_FDA. | #flu #vaccines | 

https://t.co/0g1NMlFawq https://t.co/r1ASAKDfVt",FALSE,1,,2018-03-02 22:47:21,FALSE,,"969705748837158912",,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Contagion_Live",1,FALSE,FALSE,,
"RT @chrishendel: US flu activity drops further as hospitalizations rise
via @CIDRAP 
https://t.co/LaBsqx6zmH
#influenza #fluseason #flu",FALSE,0,,2018-03-02 22:45:26,FALSE,,"969705267687448576",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayirpelle",1,TRUE,FALSE,,
"RT @ahahospitals: The United States is experiencing widespread #flu activity. Antiviral drugs are not a substitute for the flu vaccine. The…",FALSE,0,,2018-03-02 22:45:24,FALSE,,"969705257596014594",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LAHospitals",3,TRUE,FALSE,,
"It's the time of year when your immune system is the most stressed. Enter code: immune10 at checkout for an additio… https://t.co/TRO8KxNrnT",FALSE,0,,2018-03-02 22:44:28,TRUE,,"969705021595041794",,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FTMnutrition",0,FALSE,FALSE,,
